1568725958034000000;-0;0;0;-0;-0.029;0.06;-0.075;0.257
1568725958048000000;0.0116355;0.00581776;0.00290888;0.00290888;-0.476;0.739;0.541;-0.203
1568725958055000000;0.0378155;0.0290888;0.0290888;0.0174533;-0.302;0.737;0.316;-0.455
1568725958061000000;0.0872665;0.0610865;0.072722;0.0581776;-0.299;1.179;0.515;-0.399
1568725958068000000;0.139626;0.0959931;0.122173;0.116355;-0.704;1.863;0.484;-0.525
1568725958075000000;0.186168;0.142535;0.191986;0.18326;-1.249;2.359;0.602;-0.557
1568725958083000000;0.221075;0.20944;0.264708;0.250164;-2.662;3.026;0.717;-0.802
1568725958090000000;0.270526;0.299615;0.340339;0.308342;-3.485;2.962;0.883;-1.711
1568725958098000000;0.36361;0.383972;0.413061;0.369428;-3.383;3.446;1.753;-2.592
1568725958105000000;0.459603;0.471239;0.49451;0.503237;-3.968;4.35;2.103;-1.319
1568725958113000000;0.549779;0.541052;0.587594;0.631227;-5.26;5.454;2.63;-0.974
1568725958120000000;0.639954;0.631227;0.660316;0.730129;-6.292;6.258;3.59;-1.884
1568725958127000000;0.715585;0.721403;0.7534;0.794125;-7.407;7.044;4.401;-2.722
1568725958134000000;0.808669;0.80576;0.829031;0.878482;-8.124;7.638;4.955;-2.826
1568725958142000000;0.904662;0.922116;0.919207;1.00066;-8.832;8.512;6.061;-3.003
1568725958149000000;1.0152;1.00938;1.02102;1.0792;-9.703;9.394;7.255;-4.248
1568725958157000000;1.11119;1.11992;1.11701;1.15774;-10.727;10.569;7.8;-5.683
1568725958164000000;1.23337;1.22173;1.22173;1.24791;-11.544;11.209;8.566;-6.217
1568725958172000000;1.34099;1.3759;1.33809;1.34681;-11.969;10.97;9.267;-6.8
1568725958179000000;1.44571;1.50971;1.45153;1.46899;-11.948;10.297;9.401;-7.189
1568725958186000000;1.57371;1.64934;1.5708;1.58534;-11.956;9.835;9.474;-7.496
1568725958193000000;1.71042;1.78605;1.71042;1.71042;-11.849;9.614;9.854;-7.176
1568725958200000000;1.87332;1.91695;1.81223;1.84132;-10.776;8.965;9.879;-6.447
1568725958208000000;2.02167;2.05949;1.95186;1.99258;-10.413;8.518;9.928;-6.446
1568725958215000000;2.17003;2.17584;2.07403;2.12639;-9.369;8.49;9.621;-5.642
1568725958223000000;2.30093;2.30093;2.21948;2.26311;-9.249;8.026;9.261;-5.617
1568725958230000000;2.4551;2.41728;2.35038;2.38528;-8.103;7.512;8.719;-5.275
1568725958238000000;2.59472;2.52782;2.49873;2.52782;-6.793;7.345;8.087;-4.267
1568725958245000000;2.74017;2.64417;2.6209;2.64708;-6.027;7.1;7.473;-3.989
1568725958252000000;2.8507;2.74598;2.73726;2.76053;-5.476;7.27;7.4;-3.396
1568725958259000000;2.94961;2.85361;2.85943;2.86525;-5.029;6.805;6.368;-3.017
1568725958266000000;3.03687;2.96997;3.00197;2.96706;-4.971;6.066;5.396;-2.866
