1568725611075000000;-0;0;0;-0;0.098;-0.071;-0.274;0.49
1568725611089000000;0.00581776;0;0;0.00290888;-0.292;0.306;0.029;0.138
1568725611096000000;0.0232711;0.0116355;0.0116355;0.0145444;-0.412;0.366;0.164;0.048
1568725611103000000;0.0552688;0.0407243;0.0378155;0.0349066;-0.491;0.447;0.303;-0.195
1568725611110000000;0.116355;0.0872665;0.072722;0.0639954;-0.379;0.489;0.417;-0.355
1568725611117000000;0.177442;0.159989;0.133809;0.107629;-0.493;0.496;0.459;-0.508
1568725611124000000;0.247255;0.226893;0.200713;0.177442;-0.74;0.621;0.463;-0.562
1568725611132000000;0.276344;0.282162;0.276344;0.247255;-1.508;0.885;0.551;-0.681
1568725611139000000;0.287979;0.331613;0.36361;0.299615;-2.046;1.336;0.555;-1.236
1568725611146000000;0.290888;0.36361;0.471239;0.322886;-2.93;1.915;0.546;-1.963
1568725611153000000;0.317068;0.378155;0.561414;0.375246;-3.255;2.463;0.776;-1.881
1568725611161000000;0.36361;0.401426;0.637045;0.471239;-3.766;2.881;1.149;-1.696
1568725611168000000;0.421788;0.46833;0.683587;0.590503;-4.045;3.034;1.648;-1.762
1568725611176000000;0.477057;0.535234;0.718494;0.709767;-4.821;3.465;2.25;-1.926
1568725611183000000;0.541052;0.587594;0.747583;0.799943;-5.453;4.258;2.789;-2.308
1568725611190000000;0.602139;0.628319;0.776671;0.8843;-5.905;4.77;3.279;-2.675
1568725611197000000;0.671952;0.67777;0.811578;0.96284;-6.565;5.29;3.946;-3.264
1568725611205000000;0.733038;0.730129;0.855211;0.997747;-7.097;5.88;4.404;-3.977
1568725611212000000;0.817396;0.802851;0.913389;1.02393;-7.752;6.377;4.821;-4.518
1568725611220000000;0.898845;0.866847;0.977384;1.05883;-8.135;7.043;5.04;-5.36
1568725611227000000;0.983202;0.933751;1.05302;1.11119;-8.847;7.571;5.705;-5.786
1568725611234000000;1.09956;1.03265;1.14028;1.18392;-9.246;8.038;6.182;-6.033
1568725611241000000;1.21009;1.1141;1.21009;1.27991;-9.578;8.388;6.814;-6.157
1568725611248000000;1.32354;1.23918;1.30318;1.37299;-9.861;8.706;7.133;-6.82
1568725611255000000;1.44862;1.36136;1.39335;1.46608;-10.258;8.848;7.503;-7.3
1568725611263000000;1.57371;1.48353;1.50098;1.58243;-10.598;9.383;7.903;-7.538
1568725611270000000;1.72206;1.61443;1.64061;1.7046;-10.786;9.92;8;-7.472
1568725611278000000;1.84714;1.73078;1.78314;1.86459;-11.489;10.194;7.942;-7.589
1568725611285000000;1.97804;1.85296;1.93441;2.01586;-11.562;10.253;8.336;-7.874
1568725611292000000;2.1613;2.01586;2.10312;2.18166;-11.134;10.58;8.59;-7.493
1568725611300000000;2.34165;2.16712;2.24566;2.38237;-10.646;10.528;8.682;-7.521
1568725611307000000;2.56273;2.35329;2.41728;2.55982;-10.649;10.806;8.671;-7.263
1568725611314000000;2.74889;2.51037;2.586;2.72853;-10.566;10.614;8.725;-7.408
1568725611322000000;2.96415;2.65872;2.77798;2.91179;-9.966;10.638;8.356;-7.152
1568725611329000000;3.15905;2.83907;2.99615;3.10087;-9.588;10.279;8.133;-7.172
1568725611337000000;3.37721;3.02524;3.1765;3.26958;-9.222;10.162;7.796;-6.902
1568725611344000000;3.54302;3.21141;3.35103;3.4383;-9.258;10.156;7.605;-6.195
1568725611351000000;3.69428;3.37721;3.52556;3.59829;-9.032;9.965;7.496;-5.872
1568725611358000000;3.84845;3.54302;3.69719;3.74664;-8.578;10.04;7.18;-6.211
1568725611365000000;3.99099;3.74955;3.87172;3.87463;-8.451;9.261;6.846;-5.883
1568725611372000000;4.11607;3.91826;4.0288;4.00553;-8.519;9.356;6.56;-5.818
1568725611379000000;4.25279;4.07825;4.18588;4.14516;-7.956;8.789;6.099;-5.475
