1568902914207000000;-0.0152588;0.00476074;0.0419617
1568902914212000000;-0.0152588;0.00476074;0.102997
1568902914217000000;0.0457764;0.0657959;-0.0190735
1568902914222000000;0.106812;0.0657959;0.102997
1568902914227000000;0.0457764;0.0657959;-0.0190735
1568902914233000000;0.0457764;0.0657959;-0.0190735
1568902914238000000;-0.0762939;-0.0562744;0.0419617
1568902914243000000;0.106812;0.0657959;0.0419617
1568902914248000000;-0.0152588;-0.0562744;0.0419617
1568902914253000000;-0.0152588;-0.11731;-0.0801086
1568902914258000000;-0.0152588;-0.0562744;0.0419617
1568902914263000000;-0.0762939;-0.11731;-0.141144
1568902914269000000;-0.0762939;-0.11731;-0.141144
1568902914274000000;0.106812;0.126831;-0.0190735
1568902914279000000;0.0457764;0.126831;0.164032
1568902914284000000;-0.0152588;0.00476074;0.102997
1568902914289000000;0.0457764;-0.0562744;-0.0190735
1568902914294000000;-0.0152588;-0.0562744;-0.0801086
1568902914299000000;0.106812;-0.11731;-0.0190735
1568902914305000000;-0.0762939;-0.0562744;-0.0190735
1568902914310000000;-0.0152588;0.00476074;0.102997
1568902914315000000;0.0457764;0.0657959;0.102997
1568902914320000000;-0.0152588;-0.0562744;0.0419617
1568902914325000000;-0.0152588;-0.0562744;-0.0190735
1568902914330000000;-0.0152588;-0.23938;-0.0801086
1568902914336000000;-0.0762939;-0.178345;0.0419617
1568902914341000000;-0.0152588;-0.0562744;-0.0190735
1568902914346000000;0.0457764;-0.11731;0.102997
1568902914351000000;0.106812;-0.178345;0.225067
1568902914356000000;-0.0152588;-0.300415;0.102997
1568902914361000000;0.0457764;-0.300415;0.102997
1568902914366000000;-0.0762939;-0.483521;0.102997
1568902914372000000;-0.137329;-0.666626;0.286102
1568902914377000000;0.0457764;-0.544556;0.225067
1568902914382000000;0.289917;-0.483521;0.102997
1568902914387000000;0.289917;-0.666626;0.164032
1568902914392000000;0.717163;-0.666626;0.164032
1568902914397000000;1.08337;-0.666626;0.0419617
1568902914403000000;1.63269;-0.666626;0.0419617
1568902914408000000;2.18201;-0.36145;0.0419617
1568902914413000000;2.24304;-0.36145;0.102997
1568902914418000000;2.54822;-0.178345;0.102997
1568902914423000000;3.34167;-0.0562744;-0.0801086
1568902914428000000;3.34167;-0.0562744;-0.0801086
1568902914433000000;3.28064;0.00476074;-0.141144
1568902914439000000;3.28064;0.00476074;-0.141144
1568902914444000000;3.15857;0.248901;-0.324249
1568902914449000000;2.60925;0.370972;-0.263214
1568902914454000000;2.54822;0.309937;-0.44632
1568902914459000000;1.9989;0.309937;-0.44632
